x,y,exact_elev,elev,date,field_notes,site,time_freeze,field_ID,sex,ID,extract_day1,notes
-105.12339,40.5387,,1570m,9/18/22,9/18/22,Spring Canyon Park,,SC-O,male,Eu6,,
-105.12319,40.53902,,1570m,9/18/22,9/18/22,Spring Canyon Park,,SC-1,female,SC01,,
-105.12382,40.53858,,1570m,9/18/22,,Spring Canyon Park,,SC-2,female,SC2,,
-105.12389,40.5386,,1570m,9/18/22,,Spring Canyon Park,,SC-3,male,SC3,,
-105.12251,40.53969,,1570m,9/18/22,,Spring Canyon Park,,SC-4,female,SC4,,
-105.12278,40.54036,,1570m,9/18/22,,Spring Canyon Park,,SC-5,female,SC5,,
-105.12279,40.54037,,1570m,9/18/22,,Spring Canyon Park,,SC-6,male,SC6,,
-105.12279,40.54036,,1570m,9/18/22,,Spring Canyon Park,,SC-7,female,SC7,,
-105.12335,40.53883,,1570m,9/18/22,,Spring Canyon Park,,SC-8,female,SC8,,
-105.12399,40.53859,,1570m,9/18/22,,Spring Canyon Park,,SC-9,female,SC9,,
-105.1233,40.53881,,1570m,9/18/22,,Spring Canyon Park,,SC-10,male,SC10,,
-105.12339,40.53881,,1570m,9/18/22,,Spring Canyon Park,,SC-11,female,SC11,,
-105.12303,40.53866,,1570m,9/18/22,,Spring Canyon Park,,SC-12,female,SC12,,
-105.1224,40.53952,,1570m,9/18/22,,Spring Canyon Park,,SC-13,female,SC13,,
-105.1233,40.53876,,1570m,9/18/22,,Spring Canyon Park,,SC-14,female,SC14,,
-105.1233,40.53876,,1570m,9/18/22,,Spring Canyon Park,,SC-15,female,SC15,,
-105.12382,40.53857,,1570m,9/18/22,,Spring Canyon Park,,SC-16,female,SC16,,
-105.1224,40.53892,,1570m,9/18/22,,Spring Canyon Park,,SC-17,female,SC17,,
-105.12246,40.53904,,1570m,9/18/22,,Spring Canyon Park,,SC-18,female,SC18,,
