lat,long
31.80988,-108.42778
31.81058,-108.42756
31.81125,-108.42725
31.81192,-108.42696
31.81258,-108.42663
31.81329,-108.42647
31.81397,-108.42622
31.81459,-108.42663
31.81529,-108.42686
31.81598,-108.42705
31.81668,-108.42728
31.81712,-108.4279
31.81781,-108.42789
31.81848,-108.42804
31.81906,-108.42852
31.8195,-108.42918
31.81987,-108.42989
31.82049,-108.43032
31.82113,-108.43071
31.8218,-108.43096
31.82246,-108.43124
31.82283,-108.43197
31.82342,-108.43234
31.82409,-108.43264
31.82479,-108.43271
31.82551,-108.43279
31.82613,-108.43317
31.82678,-108.43351
31.82732,-108.43372
31.828,-108.43355
31.82869,-108.4337
31.82938,-108.43394
31.83007,-108.43416
31.83078,-108.43436
31.83108,-108.43367
31.83145,-108.43295
31.83192,-108.4325
31.83258,-108.43282
31.83288,-108.43228
31.83287,-108.43145
31.83329,-108.43081
31.83323,-108.43
31.83327,-108.42915
31.83339,-108.42832
31.83369,-108.42754
31.83416,-108.42692
31.83482,-108.42662
31.83554,-108.42674
31.83587,-108.42729
31.83657,-108.42731
31.83715,-108.42698
31.83741,-108.42619
31.83764,-108.42541
31.8382,-108.42487
31.8387,-108.42427
31.83901,-108.42351
31.8391,-108.42266
31.83924,-108.42184
31.83958,-108.42109
31.84003,-108.42042
31.84046,-108.41974
31.84081,-108.41899
31.84128,-108.41835
31.8419,-108.418
31.84262,-108.41787
31.84332,-108.41766
31.84399,-108.4178
31.84469,-108.41801
31.84541,-108.41804
31.84613,-108.41802
31.84685,-108.41804
31.84757,-108.41811
31.84829,-108.41818
31.84901,-108.41823
31.84969,-108.41806
31.85038,-108.41783
31.8511,-108.4177
31.85181,-108.41755
31.85252,-108.4174
31.85323,-108.41722
31.85393,-108.41703
31.85463,-108.41683
31.85531,-108.41656
31.85602,-108.41647
31.85675,-108.41651
31.85746,-108.4164
31.85806,-108.41595
31.85863,-108.41543
31.85922,-108.41496
31.85991,-108.41469
31.86061,-108.41448
31.86132,-108.41444
31.86204,-108.41453
31.86273,-108.41473
31.86344,-108.41486
31.86415,-108.41504
31.8648,-108.41537
31.86536,-108.41591
31.86592,-108.41645
31.86648,-108.41698
31.8671,-108.41741
31.86758,-108.41804
31.86822,-108.41842
31.86882,-108.41886
31.86947,-108.41923
31.87014,-108.41947
31.87086,-108.41952
31.87158,-108.41952
31.87229,-108.41955
31.87291,-108.41964
31.87341,-108.42021
31.874,-108.42066
31.87471,-108.42064
31.87542,-108.42075
31.87592,-108.4213
31.87651,-108.42177
31.87722,-108.42191
31.8778,-108.42239
31.87845,-108.42271
31.87914,-108.42259
31.87985,-108.42267
31.88057,-108.42277
31.88128,-108.42282
31.88195,-108.42309
31.88266,-108.42301
31.88335,-108.42274
31.88403,-108.42254
31.88475,-108.42254
31.88547,-108.42247
31.88617,-108.42256
31.88689,-108.42248
31.88761,-108.42255
31.88831,-108.4226
31.88895,-108.42225
31.88959,-108.4219
31.89021,-108.4215
31.89079,-108.42102
31.89135,-108.42049
31.89183,-108.41987
31.89227,-108.4192
31.89278,-108.41864
31.89337,-108.41824
31.89401,-108.41787
31.89466,-108.41755
31.89534,-108.41734
31.89602,-108.41707
31.89671,-108.41685
31.89741,-108.41669
31.8981,-108.41655
31.89879,-108.41642
31.89948,-108.41619
31.90017,-108.41596
31.90087,-108.41578
31.90157,-108.41554
31.90227,-108.41542
31.90297,-108.41522
31.90367,-108.41506
31.90436,-108.41485
31.90504,-108.41466
31.90573,-108.41445
31.90634,-108.41419
31.90702,-108.41396
31.9077,-108.41368
31.90838,-108.41343
31.90907,-108.41323
31.90977,-108.41303
31.91047,-108.41288
31.91118,-108.4128
31.91188,-108.41265
31.91255,-108.41241
31.91322,-108.4121
31.91389,-108.4118
31.91451,-108.41147
31.91516,-108.41113
31.91582,-108.41079
31.91647,-108.41043
31.91712,-108.41008
31.91778,-108.40975
31.91847,-108.40953
31.91913,-108.4092
31.91981,-108.40893
31.92052,-108.4088
31.92115,-108.40903
31.92145,-108.40976
31.92149,-108.41059
31.92156,-108.41144
31.92176,-108.41225
31.92191,-108.41303
31.92229,-108.41369
31.92275,-108.41433
31.92325,-108.41493
31.92369,-108.4156
31.92415,-108.41625
31.92447,-108.41701
31.9247,-108.41778
31.92479,-108.41862
31.9249,-108.41946
31.92526,-108.42019
31.92556,-108.42096
31.92586,-108.42172
31.92611,-108.4225
31.92641,-108.42327
31.92653,-108.42409
31.92662,-108.42492
31.92678,-108.42573
31.92681,-108.42657
31.92694,-108.42741
31.92726,-108.42816
31.92771,-108.42882
31.92797,-108.4296
31.92824,-108.43039
31.9285,-108.43117
31.92869,-108.43198
31.92897,-108.43276
31.92934,-108.43348
31.9297,-108.4342
31.92985,-108.43502
31.93022,-108.43571
31.93036,-108.43654
31.93087,-108.43702
31.93152,-108.43714
31.93224,-108.43721
31.93294,-108.43724
31.93365,-108.43732
31.93433,-108.43755
31.93497,-108.43786
31.93567,-108.43801
31.93632,-108.43834
31.9369,-108.43882
31.93746,-108.43925
31.93786,-108.43992
31.93847,-108.44037
31.93908,-108.44082
31.93969,-108.44126
31.94032,-108.44167
31.94093,-108.44211
31.94153,-108.44258
31.94219,-108.44293
31.9428,-108.44337
31.94339,-108.44386
31.94393,-108.44442
31.94451,-108.4449
31.94509,-108.44541
31.94564,-108.44594
31.94631,-108.44615
31.94697,-108.44584
31.94761,-108.44545
31.94824,-108.44502
31.94888,-108.44463
31.94953,-108.44426
31.95016,-108.44385
31.95077,-108.4434
31.95137,-108.44293
31.952,-108.44254
31.95257,-108.44206
31.95325,-108.44177
31.95394,-108.44154
31.95454,-108.44113
31.95509,-108.4406
31.95568,-108.44013
31.95634,-108.43982
31.95704,-108.43966
31.95776,-108.43965
31.95848,-108.4396
31.95919,-108.43949
31.95989,-108.43941
31.96058,-108.43917
31.96129,-108.43899
31.962,-108.43887
31.96272,-108.43882
31.96342,-108.43888
31.96411,-108.43913
31.96481,-108.43932
31.96534,-108.43958
31.96593,-108.43908
31.96654,-108.43864
31.96712,-108.43815
31.9678,-108.43795
31.96847,-108.43818
31.96918,-108.43832
31.96989,-108.43843
31.9706,-108.43848
31.9713,-108.43844
31.97199,-108.43826
31.97268,-108.43802
31.97329,-108.43757
31.97385,-108.43704
31.97441,-108.43651
31.97504,-108.43614
31.97569,-108.43578
31.97629,-108.4353
31.97684,-108.43475
31.97739,-108.43422
31.97795,-108.43369
31.97857,-108.43325
31.97913,-108.43273
31.97966,-108.43218
31.98025,-108.43168
31.98083,-108.43119
31.98147,-108.43079
31.98214,-108.43061
31.98284,-108.4305
31.98356,-108.43043
31.98428,-108.43039
31.985,-108.43045
31.9857,-108.43061
31.98639,-108.43082
31.98703,-108.43121
31.98768,-108.43157
31.98824,-108.43206
31.98865,-108.43275
31.9891,-108.43342
31.98961,-108.43401
31.99009,-108.43463
31.99056,-108.43526
31.99107,-108.43585
31.99153,-108.4365
31.992,-108.43713
31.99241,-108.43782
31.99288,-108.43845
31.99339,-108.439
31.9938,-108.4397
31.99423,-108.44038
31.99465,-108.44108
31.99509,-108.44175
31.99552,-108.44243
31.99596,-108.44311
31.99641,-108.44378
31.99661,-108.44446
31.9965,-108.4453
31.99642,-108.44615
31.99635,-108.44699
31.99641,-108.44782
31.99641,-108.44865
31.99666,-108.44943
31.99695,-108.45019
31.99731,-108.45093
31.99768,-108.45165
31.99799,-108.45241
31.99832,-108.45317
31.99862,-108.45393
31.99891,-108.45471
31.99907,-108.45553
31.99921,-108.45636
31.99939,-108.45718
31.9998,-108.45786
32.00037,-108.45839
32.00101,-108.45876
32.00169,-108.45902
32.00236,-108.4592
32.00308,-108.45922
32.00338,-108.45975
32.00345,-108.4606
32.00385,-108.46108
32.00445,-108.46135
32.00472,-108.46212
32.00475,-108.46297
32.00477,-108.46382
32.00488,-108.46465
32.00517,-108.46543
32.00534,-108.46625
32.00545,-108.46705
32.00577,-108.46781
32.00589,-108.46862
32.00588,-108.46945
32.00595,-108.47029
32.0062,-108.47108
32.00639,-108.4719
32.00666,-108.47269
32.00693,-108.47346
32.00743,-108.47407
32.00774,-108.47478
32.00811,-108.47551
32.00848,-108.47624
32.00887,-108.47696
32.00937,-108.47741
32.00998,-108.47773
32.01034,-108.47847
32.01089,-108.47902
32.01141,-108.47958
32.01179,-108.48031
32.01214,-108.48104
32.01221,-108.48187
32.0125,-108.48265
32.0127,-108.48345
32.01328,-108.48393
32.01398,-108.48402
32.0147,-108.48402
32.0154,-108.48384
32.01611,-108.4837
32.01669,-108.48408
32.01739,-108.48409
32.0179,-108.48469
32.01851,-108.48515
32.01886,-108.48576
32.0183,-108.48627
32.01761,-108.48654
32.0172,-108.48709
32.01731,-108.48793
32.0174,-108.48877
32.01746,-108.48962
32.01754,-108.49046
32.01779,-108.49126
32.01814,-108.492
32.01828,-108.49283
32.01827,-108.49364
32.01826,-108.49445
32.01833,-108.49528
32.01835,-108.49612
32.01874,-108.49681
32.0188,-108.49762
32.01894,-108.49845
32.0191,-108.49928
32.01915,-108.50012
32.01952,-108.50076
32.02024,-108.50082
32.02092,-108.50089
32.02134,-108.50156
32.02156,-108.50236
32.02175,-108.50317
32.02193,-108.50397
32.02201,-108.5048
32.02225,-108.50559
32.02274,-108.50614
32.02324,-108.50672
32.02374,-108.50731
32.02415,-108.50799
32.0244,-108.50876
32.02486,-108.50941
32.02526,-108.51009
32.02555,-108.51086
32.02586,-108.51159
32.02619,-108.51229
32.02663,-108.51295
32.02725,-108.51336
32.02791,-108.51366
32.02846,-108.51399
32.02915,-108.51406
32.02983,-108.51429
32.03049,-108.51452
32.03106,-108.51503
32.03169,-108.5153
32.03199,-108.51592
32.03249,-108.51649
32.03274,-108.51726
32.03307,-108.51797
32.03342,-108.51868
32.03393,-108.5192
32.0344,-108.51981
32.03502,-108.52014
32.03563,-108.52056
32.03628,-108.52091
32.0369,-108.52134
32.03748,-108.52183
32.03807,-108.52228
32.03865,-108.52277
32.03927,-108.52322
32.03983,-108.52374
32.04041,-108.52418
32.04102,-108.52462
32.04162,-108.52508
32.04221,-108.52556
32.04278,-108.52607
32.04337,-108.52656
32.04398,-108.52701
32.0446,-108.52743
32.0452,-108.52789
32.04578,-108.52838
32.04643,-108.52864
32.04705,-108.52907
32.04773,-108.52934
32.0484,-108.52962
32.04908,-108.52989
32.04972,-108.53025
32.05031,-108.53072
32.05083,-108.53125
32.05145,-108.53168
32.05204,-108.53212
32.05252,-108.53276
32.05317,-108.5331
32.0538,-108.53348
32.05446,-108.5338
32.05513,-108.53404
32.05583,-108.53422
32.05646,-108.53442
32.05717,-108.53438
32.05789,-108.53435
32.05859,-108.53449
32.05921,-108.53485
32.05981,-108.53529
32.06023,-108.53599
32.06068,-108.53663
32.0612,-108.53721
32.06181,-108.53765
32.06248,-108.53797
32.06308,-108.53844
32.06371,-108.53884
32.06432,-108.53929
32.06498,-108.5396
32.06561,-108.53999
32.06625,-108.54039
32.06689,-108.54073
32.06752,-108.5411
32.06816,-108.54146
32.06881,-108.54181
32.06936,-108.54232
32.06993,-108.5428
32.07047,-108.54337
32.07102,-108.54389
32.07156,-108.54444
32.07212,-108.54492
32.07267,-108.54548
32.07318,-108.54606
32.07359,-108.54675
32.07383,-108.54751
32.07406,-108.54831
32.0745,-108.54897
32.07494,-108.54961
32.07543,-108.5502
32.07601,-108.55064
32.07654,-108.5512
32.07706,-108.55172
32.07755,-108.55234
32.078,-108.55299
32.07846,-108.55364
32.079,-108.55418
32.07958,-108.55469
32.08011,-108.55523
32.0804,-108.55599
32.08064,-108.55675
32.08084,-108.55757
32.08105,-108.55838
32.08144,-108.55893
32.08213,-108.55917
32.08279,-108.5595
32.08345,-108.55982
32.08414,-108.56006
32.08483,-108.56026
32.08554,-108.56046
32.08621,-108.56075
32.08685,-108.56114
32.08755,-108.56137
32.08824,-108.5616
32.08892,-108.5619
32.08961,-108.56214
32.09031,-108.56235
32.09102,-108.56251
32.09173,-108.56263
32.09245,-108.56261
32.09317,-108.56261
32.09389,-108.56258
32.09461,-108.56253
32.09533,-108.56256
32.09605,-108.56253
32.09676,-108.56264
32.09743,-108.56293
32.0981,-108.56324
32.0988,-108.56343
32.09949,-108.56362
32.10021,-108.56375
32.10092,-108.56389
32.10164,-108.56399
32.10236,-108.56399
32.10308,-108.56394
32.10378,-108.56402
32.10443,-108.56438
32.1051,-108.5647
32.10572,-108.56513
32.10641,-108.56539
32.10708,-108.5657
32.10778,-108.56589
32.10839,-108.56634
32.10903,-108.56671
32.10973,-108.56691
32.11045,-108.56689
32.11117,-108.56693
32.11181,-108.56723
32.11241,-108.56768
32.11301,-108.56815
32.1136,-108.56864
32.11411,-108.56924
32.11481,-108.56946
32.11549,-108.56973
32.11607,-108.57023
32.11659,-108.57081
32.11686,-108.5716
32.1171,-108.5724
32.11747,-108.57312
32.11785,-108.57385
32.11828,-108.57453
32.11883,-108.57504
32.11921,-108.57577
32.11964,-108.57644
32.11991,-108.57719
32.12012,-108.57799
32.12062,-108.57861
32.12106,-108.57927
32.1214,-108.58
32.12181,-108.58069
32.12214,-108.58144
32.1224,-108.58223
32.12264,-108.58303
32.12307,-108.58371
32.12303,-108.58454
32.12354,-108.58504
32.12358,-108.5854
32.1241,-108.5858
32.1247,-108.58627
32.12524,-108.58684
32.12546,-108.58761
32.12559,-108.58845
32.12566,-108.58928
32.1257,-108.59012
32.12561,-108.59097
32.12553,-108.59182
32.1255,-108.59267
32.12555,-108.59352
32.1257,-108.59435
32.12585,-108.59519
32.126,-108.59602
32.12616,-108.59685
32.12635,-108.59767
32.12648,-108.59851
32.12671,-108.59932
32.12694,-108.60012
32.12713,-108.60095
32.12737,-108.60175
32.12766,-108.60253
32.12794,-108.60329
32.12842,-108.60392
32.12889,-108.60457
32.12935,-108.60523
32.12981,-108.60589
32.13027,-108.60654
32.13072,-108.60721
32.13118,-108.60786
32.13173,-108.60842
32.13228,-108.60897
32.13283,-108.60953
32.13338,-108.61007
