lat,long
32.79267,-108.28707
32.79319,-108.28767
32.79371,-108.28827
32.79423,-108.28886
32.79469,-108.28952
32.79514,-108.29019
32.79584,-108.29031
32.79654,-108.2901
32.7972,-108.28975
32.79782,-108.28993
32.798,-108.29077
32.79823,-108.29157
32.79879,-108.29202
32.79944,-108.29239
32.79988,-108.29305
32.80025,-108.29379
32.80075,-108.2944
32.8013,-108.29495
32.80194,-108.29533
32.80265,-108.29531
32.80331,-108.29496
32.80392,-108.29451
32.80461,-108.2944
32.80516,-108.29494
32.80557,-108.29564
32.80598,-108.29636
32.80639,-108.29706
32.80687,-108.2977
32.80753,-108.29798
32.80825,-108.29809
32.80896,-108.29823
32.80967,-108.29837
32.81039,-108.29852
32.8111,-108.29865
32.81178,-108.2989
32.81226,-108.29953
32.81282,-108.30007
32.81344,-108.30051
32.8141,-108.30085
32.81478,-108.30113
32.81546,-108.30145
32.81609,-108.30185
32.81671,-108.3023
32.81733,-108.30275
32.81794,-108.30319
32.81856,-108.30363
32.819,-108.30428
32.81906,-108.30513
32.81913,-108.30599
32.8192,-108.30685
32.81927,-108.3077
32.81945,-108.30853
32.81971,-108.30933
32.81993,-108.31015
32.82048,-108.31069
32.82112,-108.31108
32.82162,-108.31168
32.82189,-108.31248
32.82207,-108.31331
32.8223,-108.31412
32.82259,-108.31491
32.82274,-108.31574
32.8227,-108.3166
32.82277,-108.31745
32.82286,-108.31831
32.82302,-108.31914
32.82319,-108.31998
32.82341,-108.32079
32.82341,-108.32165
32.82328,-108.32248
32.8231,-108.32331
32.823,-108.32416
32.8228,-108.32499
32.82257,-108.3258
32.82247,-108.32665
32.8228,-108.32735
32.82305,-108.32814
32.82298,-108.32898
32.82258,-108.32969
32.82275,-108.33042
32.823,-108.33121
32.82279,-108.33202
32.82249,-108.33278
32.82238,-108.33361
32.82184,-108.33408
32.82244,-108.3343
32.82307,-108.33473
32.8237,-108.33514
32.8243,-108.33557
32.82443,-108.33639
32.82437,-108.33725
32.82431,-108.3381
32.8242,-108.33895
32.8243,-108.33978
32.82484,-108.34034
32.82537,-108.34092
32.82586,-108.34156
32.82632,-108.34222
32.82683,-108.3422
32.82745,-108.34262
32.82811,-108.34291
32.82872,-108.34336
32.82943,-108.34348
32.83005,-108.34367
32.83044,-108.34342
32.83,-108.34283
32.82982,-108.34213
32.82998,-108.34132
32.83034,-108.34064
32.83074,-108.34079
32.83139,-108.3409
32.83206,-108.34117
32.83272,-108.34144
32.83326,-108.34097
32.83378,-108.34065
32.83431,-108.34023
32.83492,-108.33979
32.83543,-108.33921
32.83602,-108.33884
32.83667,-108.33888
32.83733,-108.33873
32.83781,-108.33813
32.83788,-108.33735
32.83725,-108.33711
32.83665,-108.33669
32.83645,-108.33591
32.83593,-108.33534
32.83579,-108.33477
32.83646,-108.33488
32.83647,-108.33411
32.8364,-108.33326
32.83615,-108.33246
32.83585,-108.33171
32.83591,-108.33093
32.83593,-108.33008
32.83582,-108.32923
32.8359,-108.32841
32.83577,-108.32759
32.83606,-108.32687
32.83628,-108.32606
32.83648,-108.32525
32.83694,-108.32459
32.83731,-108.32452
32.83792,-108.32465
32.83832,-108.32394
32.83868,-108.3232
32.83902,-108.32244
32.83926,-108.32163
32.83971,-108.32099
32.84016,-108.32035
32.84046,-108.31958
32.84091,-108.31892
32.84159,-108.31895
32.84231,-108.31894
32.84298,-108.31865
32.84367,-108.31857
32.84429,-108.31901
32.84467,-108.31973
32.84535,-108.31968
32.84606,-108.31977
32.8465,-108.3192
32.84702,-108.31861
32.84697,-108.31794
32.8469,-108.31711
32.847,-108.31628
32.84749,-108.31567
32.84813,-108.31539
32.84879,-108.31508
32.84946,-108.31479
32.84997,-108.31423
32.85059,-108.31384
32.85115,-108.31346
32.85181,-108.31317
32.85207,-108.31261
32.85207,-108.31178
32.85207,-108.31094
32.85247,-108.31027
32.85317,-108.31024
32.85388,-108.31024
32.85432,-108.30969
32.85493,-108.30925
32.85526,-108.30855
32.85569,-108.30813
32.8563,-108.30798
32.85654,-108.30719
32.85693,-108.30647
32.85736,-108.3058
32.85749,-108.30498
32.85779,-108.30421
32.85801,-108.30352
32.85818,-108.30274
32.8586,-108.30215
32.85923,-108.3018
32.85982,-108.30135
32.86037,-108.30085
32.86049,-108.30019
32.86037,-108.29937
32.86072,-108.29869
32.8606,-108.29807
32.86019,-108.29738
32.85984,-108.29666
32.85949,-108.29592
32.85969,-108.29516
32.8597,-108.29431
32.85966,-108.29347
32.86014,-108.29291
32.86083,-108.29286
32.86152,-108.2927
32.86199,-108.29209
32.86227,-108.29132
32.86251,-108.29054
32.86265,-108.28987
32.86332,-108.29011
32.86383,-108.29069
32.86414,-108.29146
32.8646,-108.29167
32.86528,-108.29144
32.86578,-108.29097
32.86618,-108.29159
32.86648,-108.29232
32.86663,-108.29305
32.86694,-108.29362
32.86689,-108.29438
32.86681,-108.29489
32.86685,-108.29555
32.86689,-108.29627
32.8673,-108.29651
32.86781,-108.29704
32.86838,-108.29756
32.86885,-108.29815
32.86943,-108.29859
32.86998,-108.29912
32.87065,-108.29929
32.87132,-108.2992
32.87195,-108.29956
32.87254,-108.29915
32.87319,-108.29939
32.87386,-108.29939
32.87419,-108.29925
32.87477,-108.29908
32.87526,-108.29846
32.87563,-108.29777
32.87546,-108.29698
32.87538,-108.29614
32.87549,-108.29532
32.87586,-108.2947
32.87639,-108.29457
32.87695,-108.29463
32.87745,-108.29509
32.8779,-108.29456
32.87811,-108.29377
32.87782,-108.29304
32.87791,-108.29227
32.87816,-108.29154
32.87837,-108.29077
32.87859,-108.28998
32.87873,-108.28924
32.87885,-108.28853
32.87873,-108.28773
32.87864,-108.2869
32.87868,-108.28608
32.8792,-108.28562
32.87956,-108.285
32.88008,-108.28444
32.88047,-108.28377
32.88058,-108.28294
32.88071,-108.28226
32.88018,-108.28185
32.87975,-108.28194
32.88018,-108.28128
32.88079,-108.28089
32.88126,-108.28064
32.88149,-108.27991
32.88175,-108.28048
32.88214,-108.2803
32.88245,-108.27975
32.88292,-108.27919
32.88291,-108.27837
32.88278,-108.27754
32.88242,-108.27681
32.88214,-108.27606
32.88207,-108.27523
32.88229,-108.27444
32.88261,-108.27371
32.88301,-108.27303
32.88345,-108.27239
32.88289,-108.27203
32.88315,-108.2715
32.88384,-108.2713
32.88452,-108.27154
32.8852,-108.2717
32.88577,-108.27135
32.88625,-108.27072
32.88608,-108.26991
32.88562,-108.26934
32.88597,-108.2686
32.88632,-108.26785
32.88685,-108.26727
32.88752,-108.26699
32.88823,-108.26689
32.88893,-108.26673
32.88946,-108.2662
32.88978,-108.26545
32.88967,-108.26461
32.88976,-108.26379
32.89004,-108.26299
32.89025,-108.26217
32.89056,-108.26141
32.88999,-108.26101
32.88954,-108.26035
32.88884,-108.26034
32.88813,-108.26048
32.8876,-108.26104
32.88706,-108.2616
32.88639,-108.26143
32.8857,-108.26152
32.88502,-108.26175
32.88434,-108.26149
32.88367,-108.26128
32.88308,-108.26081
32.88257,-108.2602
32.8825,-108.25957
32.88222,-108.25901
32.88197,-108.25834
32.88183,-108.25756
32.88187,-108.25673
32.88187,-108.25627
32.88227,-108.25573
32.8826,-108.25514
32.88279,-108.25436
32.88326,-108.25376
32.88373,-108.25315
32.88436,-108.25272
32.88441,-108.25216
32.884,-108.25152
32.88354,-108.25103
32.88337,-108.25057
32.88312,-108.24988
32.88279,-108.24925
32.88261,-108.24847
32.88241,-108.24769
32.88216,-108.24745
32.88185,-108.24818
32.88132,-108.24823
32.88098,-108.24848
32.88138,-108.24789
32.88166,-108.24716
32.88187,-108.24637
32.88192,-108.24551
32.88208,-108.24471
32.88257,-108.24408
32.88295,-108.24336
32.88343,-108.24291
32.88382,-108.24229
32.88384,-108.24143
32.88413,-108.24096
32.88443,-108.24159
32.885,-108.24109
32.88542,-108.2404
32.88574,-108.23966
32.88571,-108.23901
32.885,-108.23901
32.88445,-108.23847
32.88433,-108.23765
32.88377,-108.2378
32.88318,-108.2376
32.88262,-108.23706
32.88201,-108.23692
32.88212,-108.23618
32.88282,-108.23603
32.88343,-108.23561
32.88292,-108.23536
32.8826,-108.2351
32.88254,-108.23435
32.88267,-108.23355
32.88284,-108.23282
32.88321,-108.23216
32.88385,-108.2318
32.88445,-108.2314
32.8849,-108.23078
32.88486,-108.23001
32.88523,-108.22929
32.88568,-108.22866
32.88587,-108.2279
32.88634,-108.22728
32.88608,-108.22668
32.88566,-108.22612
32.88533,-108.22564
32.88467,-108.22558
32.884,-108.22556
32.88347,-108.22502
32.88325,-108.22454
32.88335,-108.22393
32.88281,-108.22339
32.88251,-108.22264
32.88258,-108.22183
32.8832,-108.22157
32.88387,-108.22132
32.88455,-108.22109
32.88515,-108.22112
32.88569,-108.22157
32.88634,-108.22171
32.88696,-108.2221
32.88762,-108.2224
32.88806,-108.22301
32.88868,-108.22343
32.88926,-108.22393
32.88994,-108.22415
32.89059,-108.22404
32.89059,-108.22354
32.89019,-108.22301
32.89002,-108.22227
32.89016,-108.2217
32.89036,-108.22097
32.89063,-108.22019
32.89086,-108.21943
32.8906,-108.21868
32.8903,-108.21889
32.88998,-108.21956
32.88935,-108.21992
32.88878,-108.22
32.88873,-108.21922
32.88869,-108.21839
32.88882,-108.21755
32.8887,-108.21673
32.88872,-108.21587
32.88864,-108.21504
32.88851,-108.2142
32.88839,-108.21337
32.88839,-108.21253
32.8886,-108.21174
32.8883,-108.211
32.88801,-108.21022
32.88783,-108.20941
32.88772,-108.20857
32.88757,-108.20773
32.88747,-108.20688
32.88725,-108.20608
32.8869,-108.20535
32.88635,-108.20479
32.88582,-108.20425
32.88516,-108.20394
32.88451,-108.20357
32.88387,-108.20323
32.88321,-108.20292
32.88258,-108.20252
32.88215,-108.202
32.88222,-108.20117
32.88218,-108.2004
32.88213,-108.19963
32.8818,-108.19886
32.88129,-108.19829
32.88144,-108.19751
32.88121,-108.1967
32.88142,-108.19589
32.88176,-108.19515
32.88214,-108.19447
32.88209,-108.19363
32.88253,-108.19297
32.88262,-108.19218
32.88274,-108.19136
32.88308,-108.19088
32.88361,-108.19034
32.88404,-108.18966
32.88465,-108.18922
32.88508,-108.18861
32.88542,-108.18788
32.88593,-108.18729
32.88623,-108.18655
32.88689,-108.18625
32.8876,-108.18626
32.88831,-108.18614
32.88883,-108.18667
32.88948,-108.18675
32.89015,-108.18669
32.89065,-108.18616
32.8908,-108.18541
32.89114,-108.18471
32.89165,-108.18423
32.89231,-108.1843
32.89288,-108.18474
32.89358,-108.18477
32.89429,-108.18468
32.89471,-108.18418
32.89505,-108.18345
32.89533,-108.18268
32.8958,-108.18218
32.89633,-108.18171
32.89623,-108.18088
32.89605,-108.18006
32.89607,-108.1792
32.89602,-108.17837
32.8961,-108.17757
32.89645,-108.17684
32.8969,-108.17625
32.89737,-108.1756
32.89804,-108.17569
32.89859,-108.17517
32.89899,-108.1745
32.89881,-108.1737
32.89916,-108.17303
32.89962,-108.17238
32.89982,-108.17158
32.90049,-108.17132
32.90116,-108.17108
32.90151,-108.17042
32.90167,-108.16967
32.9017,-108.16893
32.90193,-108.16818
32.9024,-108.16755
32.90226,-108.16686
32.90246,-108.16611
32.90205,-108.16544
32.90135,-108.16538
32.9019,-108.16499
32.90259,-108.16484
32.90325,-108.16509
32.90391,-108.16542
32.90463,-108.16549
32.9053,-108.16526
32.90591,-108.16515
32.90652,-108.16523
32.90699,-108.16543
32.90698,-108.16466
32.90715,-108.16439
32.90779,-108.16432
32.90847,-108.16435
32.90912,-108.16472
32.90974,-108.16447
32.90935,-108.16438
32.90887,-108.16385
32.90836,-108.16324
32.90798,-108.16252
32.90842,-108.16187
32.90882,-108.16119
32.90936,-108.16074
32.90999,-108.16114
32.91051,-108.16164
32.91108,-108.16214
32.91159,-108.16273
32.91224,-108.1631
32.91285,-108.16352
32.91354,-108.1636
32.91409,-108.16416
32.91475,-108.16449
32.91538,-108.16471
32.91603,-108.16504
32.91667,-108.1654
32.91736,-108.16528
32.91802,-108.16501
32.91866,-108.16466
32.91913,-108.16404
32.91922,-108.16323
32.91873,-108.16261
32.91911,-108.16194
32.91925,-108.16133
32.91979,-108.16078
32.92002,-108.15999
32.9196,-108.15932
32.91911,-108.1587
32.91879,-108.15793
32.91898,-108.15714
32.91934,-108.15642
32.91944,-108.15558
32.91926,-108.15477
32.91899,-108.15397
32.91866,-108.15322
32.91807,-108.15274
32.91741,-108.1524
32.91721,-108.15159
32.91702,-108.15077
32.91669,-108.15002
32.91674,-108.14939
32.91744,-108.14921
32.91813,-108.14898
32.91873,-108.14861
32.91896,-108.14781
32.91883,-108.14698
32.91852,-108.14627
32.91813,-108.14567
32.91765,-108.14508
32.91765,-108.14439
32.91837,-108.14437
32.91907,-108.14419
32.91968,-108.14376
32.91994,-108.14299
32.92011,-108.14216
32.92029,-108.14137
32.92004,-108.14063
32.91938,-108.14036
32.91904,-108.13961
32.91862,-108.13896
32.91884,-108.13818
32.9194,-108.13838
32.92009,-108.1386
32.92076,-108.13831
32.9213,-108.13778
32.92177,-108.13714
32.92183,-108.13749
32.92222,-108.13737
32.92248,-108.13661
32.92227,-108.13582
32.92256,-108.13525
32.92323,-108.13548
32.92395,-108.13555
32.92467,-108.13565
32.92532,-108.13534
32.92597,-108.135
32.926,-108.13433
32.9255,-108.13379
32.92497,-108.13367
32.92495,-108.13285
32.92439,-108.13236
32.92416,-108.13172
32.92456,-108.13102
32.92486,-108.13026
32.92477,-108.12983
32.9242,-108.12953
32.92421,-108.1287
32.92459,-108.128
32.92524,-108.12812
32.9259,-108.12847
32.92658,-108.12835
32.92696,-108.12765
32.92712,-108.12682
32.92771,-108.12676
32.92825,-108.12732
32.92872,-108.12796
32.92929,-108.1285
32.92983,-108.12906
32.93013,-108.12983
32.93065,-108.13035
32.93135,-108.13046
32.93187,-108.13104
32.9321,-108.1318
32.93224,-108.13259
32.93222,-108.13338
32.9323,-108.13419
32.93241,-108.13499
32.93282,-108.13564
32.93337,-108.13617
32.9339,-108.13673
32.93432,-108.1374
32.93451,-108.13819
32.93474,-108.13898
32.93505,-108.13972
32.93547,-108.14042
32.93601,-108.14097
32.93626,-108.14173
32.93649,-108.14251
32.93694,-108.14314
32.93741,-108.14375
32.93778,-108.14436
32.93805,-108.14514
32.9382,-108.14595
32.93833,-108.14677
32.93864,-108.1475
32.93918,-108.14802
32.93988,-108.14814
32.93985,-108.14893
32.94009,-108.14967
32.94071,-108.14935
32.9414,-108.14916
32.94211,-108.14912
32.9428,-108.14937
32.94334,-108.14989
32.9436,-108.15025
32.94425,-108.14997
32.94487,-108.15033
32.94551,-108.15073
32.94576,-108.15125
32.94645,-108.15136
32.94713,-108.15146
32.94778,-108.15176
32.94828,-108.15233
32.94886,-108.15277
32.94945,-108.15322
32.95005,-108.15363
32.9507,-108.1536
32.95106,-108.1542
32.95137,-108.15492
32.95179,-108.15497
32.95223,-108.15445
32.95292,-108.15453
32.95355,-108.15489
32.95409,-108.15537
32.95453,-108.15599
32.95494,-108.1563
32.95554,-108.15656
32.95621,-108.15654
32.95681,-108.15697
32.95733,-108.15643
32.95769,-108.15577
32.95829,-108.1554
32.95866,-108.15474
32.95888,-108.15395
32.95893,-108.15312
32.95924,-108.1524
32.95959,-108.15178
32.96024,-108.15151
32.96039,-108.15068
32.96078,-108.14998
32.96118,-108.14929
32.96164,-108.14865
32.96203,-108.14802
32.96214,-108.1472
32.96265,-108.14667
32.96319,-108.14613
32.96376,-108.14562
32.96427,-108.14507
32.96489,-108.14468
32.96557,-108.14465
32.96615,-108.14505
32.96668,-108.14557
32.96736,-108.14539
32.96782,-108.14491
32.96809,-108.14414
32.96825,-108.14336
32.96844,-108.14255
32.96907,-108.1422
32.9696,-108.14173
32.97011,-108.14118
32.97067,-108.14069
32.97129,-108.14029
32.9718,-108.13971
32.97248,-108.13943
32.97315,-108.13922
32.97386,-108.13928
32.97454,-108.13904
32.97498,-108.13841
32.97555,-108.13802
32.97621,-108.13777
32.97691,-108.13773
32.97757,-108.13761
32.9781,-108.13814
32.97871,-108.13776
32.97942,-108.13783
32.98011,-108.13787
32.98077,-108.13822
32.98138,-108.13861
32.9821,-108.13861
32.98282,-108.13849
32.98351,-108.13834
32.98414,-108.13872
32.98477,-108.13834
32.98514,-108.1376
32.98566,-108.1376
32.9861,-108.13825
32.98674,-108.13795
32.98722,-108.13731
32.98738,-108.13648
32.98768,-108.1358
32.98829,-108.1354
32.98858,-108.13461
32.98912,-108.13507
32.98977,-108.13476
32.99024,-108.13411
32.99062,-108.13338
32.99084,-108.13256
32.99141,-108.13267
32.99212,-108.13258
32.99266,-108.13203
32.9933,-108.13181
32.9938,-108.13127
32.9945,-108.13126
32.99504,-108.13085
32.99572,-108.13093
32.99588,-108.13022
32.99636,-108.13
32.99683,-108.13025
32.99739,-108.1298
32.99794,-108.12932
32.9985,-108.12909
32.99877,-108.12841
32.99917,-108.12819
32.99925,-108.12742
32.99986,-108.1273
32.99984,-108.12646
33.00033,-108.12604
33.00086,-108.12546
33.00109,-108.12466
33.00123,-108.12382
33.00142,-108.12306
33.00113,-108.12236
33.00108,-108.12157
33.00052,-108.12104
33.0002,-108.12027
33.00018,-108.11942
33.0001,-108.11857
33,-108.11773
32.99994,-108.11687
32.99991,-108.11603
32.99972,-108.1152
32.99923,-108.11463
32.99927,-108.11379
32.9998,-108.11345
33.00042,-108.11386
33.00097,-108.1138
33.00134,-108.11435
33.002,-108.11442
33.00269,-108.11447
33.00317,-108.11511
33.00378,-108.11545
33.00441,-108.11511
33.00511,-108.11528
33.00581,-108.11531
33.00651,-108.11543
33.0069,-108.11508
33.00736,-108.11448
33.00802,-108.11432
33.00864,-108.11457
33.00849,-108.11386
33.0079,-108.11339
33.00832,-108.11295
33.00895,-108.11338
33.00961,-108.11371
33.0103,-108.11396
33.011,-108.11417
33.01171,-108.11437
33.01239,-108.11463
33.01295,-108.11518
33.01363,-108.11543
33.01432,-108.11566
33.01503,-108.11563
33.01575,-108.11573
33.01631,-108.11594
33.01703,-108.11584
33.01774,-108.1157
33.01809,-108.11509
33.01853,-108.11447
33.01921,-108.11429
33.01983,-108.11407
33.02051,-108.1138
33.0212,-108.11362
33.02162,-108.11306
33.02233,-108.1129
33.02304,-108.11275
33.02374,-108.11255
33.02443,-108.11238
33.02513,-108.11237
33.0257,-108.11196
33.02629,-108.11147
33.02677,-108.11084
33.02724,-108.11018
33.02782,-108.10969
33.02843,-108.10931
33.02897,-108.10889
33.02928,-108.10826
33.02977,-108.10766
33.03016,-108.10697
33.03083,-108.10672
33.03151,-108.10657
33.03217,-108.10626
33.03273,-108.10573
33.03333,-108.10524
33.03399,-108.10519
33.0347,-108.10507
33.0354,-108.10508
33.0361,-108.10487
33.0367,-108.10443
33.03738,-108.10419
33.03803,-108.10383
33.03867,-108.10344
33.03928,-108.10299
33.03991,-108.10275
33.04043,-108.10219
33.04109,-108.1019
33.0417,-108.10147
33.04228,-108.10115
33.04285,-108.10086
33.04336,-108.1004
33.04382,-108.09977
33.04438,-108.09932
33.04447,-108.09859
33.04476,-108.09789
33.0452,-108.09728
33.04554,-108.09665
33.04615,-108.09673
33.04659,-108.09736
33.04719,-108.09781
33.04766,-108.09841
33.04772,-108.09921
33.04826,-108.09972
33.04893,-108.10003
33.04961,-108.10029
33.05026,-108.10066
33.05091,-108.10095
33.05159,-108.10113
33.05228,-108.10124
33.05298,-108.10113
33.05369,-108.10106
33.0544,-108.10097
33.05503,-108.10056
33.05547,-108.09992
33.056,-108.09939
33.05644,-108.09876
33.05685,-108.09808
33.05735,-108.09751
33.05792,-108.09701
33.05836,-108.09637
33.05887,-108.09581
33.05957,-108.09563
33.06021,-108.09532
33.06081,-108.09487
33.06146,-108.09453
33.06205,-108.09404
33.06268,-108.09368
33.0633,-108.09325
33.06399,-108.09304
33.06463,-108.09267
33.06525,-108.09225
33.06579,-108.09172
33.06633,-108.09117
33.06678,-108.09053
33.06726,-108.08995
33.06775,-108.08935
33.06824,-108.08874
33.06876,-108.0882
33.06944,-108.08791
33.0701,-108.08757
33.07078,-108.08734
33.07124,-108.08671
33.07129,-108.08587
33.07106,-108.08508
33.07087,-108.0843
33.07079,-108.08346
33.07101,-108.08268
33.07153,-108.08213
33.07217,-108.08181
33.0728,-108.08168
33.07297,-108.0809
33.07316,-108.08011
33.0732,-108.07926
33.07336,-108.07851
33.07344,-108.07769
33.07346,-108.07685
33.07366,-108.07602
33.07414,-108.07542
33.07468,-108.07499
33.07506,-108.07432
33.07542,-108.07365
33.07601,-108.07323
33.07663,-108.07291
33.07731,-108.07276
33.07798,-108.07249
33.07867,-108.07225
33.07937,-108.07207
33.08003,-108.07176
33.08068,-108.07152
33.08126,-108.07103
33.08183,-108.07061
33.08251,-108.07053
33.08284,-108.06993
33.08292,-108.06919
33.08307,-108.06847
33.08254,-108.06847
33.08276,-108.06787
33.08307,-108.06715
33.08331,-108.06636
33.08312,-108.06553
33.0832,-108.06477
33.08356,-108.06405
33.0835,-108.06321
33.08331,-108.06241
33.08351,-108.06162
33.08373,-108.06083
33.08413,-108.06013
33.08456,-108.05946
33.08488,-108.05871
33.08505,-108.05792
33.08528,-108.05713
33.08544,-108.05631
33.08543,-108.0555
33.08589,-108.05486
33.08639,-108.05426
33.08688,-108.05364
33.08734,-108.05297
33.08795,-108.05256
33.08849,-108.052
33.08899,-108.05139
33.08954,-108.05084
33.09019,-108.05052
33.09089,-108.05057
33.0916,-108.05069
33.09231,-108.05056
33.09299,-108.05027
33.09358,-108.04979
33.09413,-108.04926
33.09469,-108.04872
33.09529,-108.04828
33.09582,-108.04777
33.09634,-108.04719
33.09702,-108.04698
33.09772,-108.04709
33.0984,-108.04731
33.09892,-108.04789
33.09947,-108.04839
33.10003,-108.04888
33.10069,-108.04883
33.10125,-108.04829
33.10186,-108.04803
33.10208,-108.04726
33.1025,-108.04671
33.10313,-108.04636
33.10368,-108.04586
33.10439,-108.04583
33.10483,-108.04523
33.10488,-108.04438
33.10481,-108.04353
33.10481,-108.04267
33.10457,-108.04189
33.10458,-108.04107
33.10471,-108.04023
33.10505,-108.03948
33.10535,-108.03872
33.10585,-108.03813
33.10636,-108.03759
33.10691,-108.03703
33.10745,-108.03648
33.10778,-108.03577
33.1078,-108.03495
33.10776,-108.03409
33.10765,-108.03326
33.10713,-108.03266
33.10662,-108.03208
33.10608,-108.03153
33.10575,-108.03085
33.10621,-108.03019
33.10679,-108.02974
33.10747,-108.02952
33.10757,-108.02882
33.10727,-108.02823
33.10713,-108.0274
33.10678,-108.02669
33.1065,-108.02594
33.10685,-108.02519
33.10716,-108.02449
33.10677,-108.02384
33.10635,-108.02316
33.10606,-108.0224
33.10627,-108.02163
33.10652,-108.02084
33.10662,-108.02
33.1072,-108.01964
33.10769,-108.01921
33.10713,-108.01869
33.10686,-108.01792
33.1065,-108.01735
33.10589,-108.01703
33.1057,-108.01624
33.10621,-108.01566
33.10637,-108.01588
33.10689,-108.01612
33.10756,-108.01612
33.10821,-108.01618
33.1089,-108.01622
33.10958,-108.01646
33.11027,-108.01638
33.11097,-108.01627
33.11151,-108.01618
33.11216,-108.01621
33.11279,-108.0163
33.11346,-108.01599
33.11388,-108.01543
33.11423,-108.0147
33.1149,-108.01445
33.11553,-108.01406
33.11608,-108.01353
33.11647,-108.01282
33.11618,-108.01214
33.11603,-108.01135
33.11651,-108.01087
33.11703,-108.01105
33.1174,-108.01175
33.11781,-108.01168
33.11818,-108.01101
33.11878,-108.01064
33.11937,-108.01021
33.12,-108.0104
33.12046,-108.00987
33.12105,-108.00958
33.12171,-108.00948
33.12206,-108.00877
33.1222,-108.00794
33.12216,-108.00709
33.12224,-108.00644
33.12166,-108.00663
33.12116,-108.00602
33.12131,-108.00546
33.12202,-108.00557
33.12273,-108.0056
33.12336,-108.00523
33.12385,-108.00461
33.12404,-108.0038
33.12387,-108.00298
33.12365,-108.00223
33.12375,-108.00139
33.12407,-108.00067
33.12431,-107.9999
33.12456,-107.99909
33.12471,-107.99859
33.12458,-107.99777
33.12468,-107.99693
33.12494,-107.99618
33.12519,-107.99538
33.12535,-107.99457
33.12491,-107.99392
33.12469,-107.99311
33.1246,-107.99226
33.12414,-107.99182
33.12345,-107.99205
33.1232,-107.99173
33.12364,-107.99108
33.12414,-107.99045
33.12435,-107.98966
33.12396,-107.98898
33.12398,-107.98817
33.12339,-107.98781
33.12267,-107.98773
33.12213,-107.98719
33.12167,-107.98656
33.12109,-107.98606
33.1216,-107.98619
33.12193,-107.98612
33.12133,-107.98566
33.12171,-107.9854
33.12211,-107.9847
33.12265,-107.98414
33.12288,-107.98343
33.12306,-107.98272
33.12348,-107.98253
33.12292,-107.98231
33.12351,-107.98195
33.12366,-107.98143
33.12387,-107.98071
33.12383,-107.97989
33.12391,-107.97906
33.12377,-107.97823
33.12375,-107.97742
33.12369,-107.97657
33.12357,-107.97575
33.12326,-107.97502
33.12281,-107.97437
33.1225,-107.97362
33.12193,-107.97311
33.12133,-107.97264
33.12074,-107.97216
33.12005,-107.97203
33.11936,-107.97186
33.11875,-107.97142
33.11806,-107.97137
33.11737,-107.97149
33.11674,-107.9719
33.11604,-107.97172
33.11537,-107.97151
33.11483,-107.97095
33.11433,-107.97033
33.11367,-107.97003
33.11302,-107.96982
33.11243,-107.96933
33.11179,-107.96893
33.11118,-107.96847
33.11053,-107.96822
33.11003,-107.96877
33.10958,-107.96943
33.10921,-107.97006
33.1085,-107.97012
33.10802,-107.96952
33.10762,-107.96887
33.10755,-107.9681
33.10709,-107.96746
33.10663,-107.96682
33.10602,-107.96637
33.10545,-107.96586
33.10547,-107.96503
33.10541,-107.96421
33.10488,-107.96367
33.10419,-107.96344
33.10354,-107.96312
33.10333,-107.96241
33.10374,-107.9617
33.1038,-107.96086
33.10344,-107.96012
33.103,-107.95945
33.10236,-107.95909
33.10273,-107.95844
33.10321,-107.95781
33.10333,-107.95702
33.10282,-107.95642
33.10223,-107.95603
33.10157,-107.95568
33.10087,-107.95552
33.10018,-107.95528
33.09996,-107.9546
33.10025,-107.9539
33.10089,-107.95352
33.10148,-107.95304
33.10117,-107.95235
33.10084,-107.95162
33.10049,-107.95093
33.10037,-107.95013
33.10035,-107.94928
33.10024,-107.94843
33.1001,-107.94759
33.10008,-107.94674
33.10012,-107.94589
33.10026,-107.94506
33.10001,-107.94426
33.0997,-107.9435
33.10011,-107.94292
33.10064,-107.94235
33.10115,-107.94177
33.10175,-107.94133
33.10232,-107.94083
33.10289,-107.94032
33.1036,-107.94019
33.10322,-107.9395
33.10358,-107.9388
33.10406,-107.93822
33.10471,-107.93796
33.10431,-107.93727
33.1039,-107.93659
33.10352,-107.9359
33.10294,-107.93547
33.10226,-107.93532
33.10181,-107.93469
33.10206,-107.9339
33.10254,-107.93326
33.10273,-107.93245
33.10276,-107.9316
33.10337,-107.93126
33.10407,-107.93143
33.10478,-107.93154
33.1054,-107.93125
33.10533,-107.93042
33.10559,-107.92966
33.10617,-107.92916
33.10662,-107.92851
33.10675,-107.92769
33.10718,-107.92712
33.10781,-107.92685
33.10851,-107.92668
33.10917,-107.92633
33.10982,-107.92609
33.1105,-107.92622
33.11116,-107.92595
33.11148,-107.92528
33.11126,-107.92446
33.111,-107.92368
33.11053,-107.92304
33.11009,-107.92241
33.10982,-107.92164
33.10986,-107.92081
33.10978,-107.91999
33.10944,-107.91926
33.10936,-107.91846
33.1097,-107.91773
33.11025,-107.91719
33.11061,-107.91662
33.1112,-107.91615
33.1118,-107.91573
33.11208,-107.91499
33.11255,-107.91435
33.11302,-107.91378
33.11358,-107.91325
33.1141,-107.9127
33.11458,-107.91209
33.11465,-107.91124
33.1152,-107.91077
33.11528,-107.90998
33.11527,-107.90916
33.11523,-107.90845
33.11561,-107.90885
33.11596,-107.90958
